hash,num_files,path_1,path_2,split_1,class_1,split_2,class_2
bf8587d13d7909b2463117438738eab3,2,../data/raw/unzipped_raw_data/train/normal/normal-1475.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1670.jpg,train,normal,train,tuberculosis
ee48591224a8383af2d7812b434b2370,2,../data/raw/unzipped_raw_data/train/normal/normal-7650.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-8947.jpg,train,normal,train,tuberculosis
f4aed56259ec16f746887ba47c9f62cf,2,../data/raw/unzipped_raw_data/train/normal/normal-6793.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-4138.jpg,train,normal,train,pneumonia
e210dcc27faa648ba38e259365da6984,2,../data/raw/unzipped_raw_data/train/normal/normal-7678.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-4742.jpg,train,normal,train,pneumonia
f9b30b547dcee4047be3be1bae02e52a,2,../data/raw/unzipped_raw_data/train/normal/normal-3563.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4151.jpg,train,normal,train,tuberculosis
1050b5fd2fda267150e0ac1b70c9f9cc,2,../data/raw/unzipped_raw_data/train/normal/normal-1439.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-10299.jpg,train,normal,val,tuberculosis
457c1e83a061c86927dd5f93354dface,2,../data/raw/unzipped_raw_data/train/normal/normal-4675.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5477.jpg,train,normal,train,tuberculosis
c960077ca92a047c97da1a1fc83b9b43,2,../data/raw/unzipped_raw_data/train/normal/normal-5127.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6036.jpg,train,normal,train,tuberculosis
eda1426203ff2dd791a2703ca7181811,2,../data/raw/unzipped_raw_data/train/normal/normal-2470.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-10440.jpg,train,normal,val,tuberculosis
c51ff52beb7141cf0328572661615c96,2,../data/raw/unzipped_raw_data/train/normal/normal-1292.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-10281.jpg,train,normal,val,tuberculosis
7972619a4e8c4c48fb4010e97301f2d5,2,../data/raw/unzipped_raw_data/train/normal/normal-2782.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-10486.jpg,train,normal,val,tuberculosis
153665dea27e61b914ca980d8ae148ac,2,../data/raw/unzipped_raw_data/train/normal/normal-6071.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7070.jpg,train,normal,train,tuberculosis
d143669caa75a9d3b917c9e1cd9199ff,2,../data/raw/unzipped_raw_data/train/normal/normal-5813.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6777.jpg,train,normal,train,tuberculosis
dbe6ca9128f8aafb7f447ea5e3925021,2,../data/raw/unzipped_raw_data/train/normal/normal-1291.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1454.jpg,train,normal,train,tuberculosis
4b89f6b0bc8d77d820cd74545f539ded,2,../data/raw/unzipped_raw_data/train/normal/normal-8034.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-9393.jpg,train,normal,train,tuberculosis
a2856f98f4a07e520bac3161bc655261,2,../data/raw/unzipped_raw_data/train/normal/normal-4786.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5628.jpg,train,normal,train,tuberculosis
2e5b0c30ab48e6931a3825759f325a06,2,../data/raw/unzipped_raw_data/train/normal/normal-5739.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6689.jpg,train,normal,train,tuberculosis
e3a01765524b82ff24dbc722c1d468af,2,../data/raw/unzipped_raw_data/train/normal/normal-7151.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-8345.jpg,train,normal,train,tuberculosis
cc9e3c0799595d5d31281f0721c97cd6,2,../data/raw/unzipped_raw_data/train/normal/normal-7762.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-9072.jpg,train,normal,train,tuberculosis
ef02958ad4bad6f9bef837568fe74754,2,../data/raw/unzipped_raw_data/train/normal/normal-5864.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-3538.jpg,train,normal,train,pneumonia
6160a35fb5624ae19aa64cf7b292bcea,2,../data/raw/unzipped_raw_data/train/normal/normal-1352.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1525.jpg,train,normal,train,tuberculosis
9dbf845fdec1c242db4f34cc4f6c5869,2,../data/raw/unzipped_raw_data/train/normal/normal-4384.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-2624.jpg,train,normal,train,pneumonia
02d1e9950b17809a545055961ca90dce,2,../data/raw/unzipped_raw_data/train/normal/normal-1713.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1936.jpg,train,normal,train,tuberculosis
debe26fe735ac85acf9e5af868e9afc7,2,../data/raw/unzipped_raw_data/train/normal/normal-1179.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1345.jpg,train,normal,train,tuberculosis
569e48f555e92f83530ce2f815380868,2,../data/raw/unzipped_raw_data/train/normal/normal-1931.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2181.jpg,train,normal,train,tuberculosis
731e4f198dcc0f3aa799b0e6ecf821cf,2,../data/raw/unzipped_raw_data/train/normal/normal-7832.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-9154.jpg,train,normal,train,tuberculosis
c4a10a3b7cb32bbe154376088377c6a6,2,../data/raw/unzipped_raw_data/train/normal/normal-5202.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6110.jpg,train,normal,train,tuberculosis
242e7c7e7fe4df93dda29bcedeed8031,2,../data/raw/unzipped_raw_data/train/normal/normal-3240.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-1859.jpg,train,normal,train,pneumonia
82448977e1bd36db869bfad90f90dcf7,2,../data/raw/unzipped_raw_data/train/normal/normal-2381.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2744.jpg,train,normal,train,tuberculosis
f8866a3edfcac7ed9383c316fe012ff7,2,../data/raw/unzipped_raw_data/train/normal/normal-6945.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-4249.jpg,train,normal,train,pneumonia
5a2ca5c491a2c4b8b1585085ea1bfb42,2,../data/raw/unzipped_raw_data/train/normal/normal-6229.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7277.jpg,train,normal,train,tuberculosis
5cb4f128ab5b20e7c3ae8bee0799406e,2,../data/raw/unzipped_raw_data/train/normal/normal-5041.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5935.jpg,train,normal,train,tuberculosis
af362030e7390875326b0a9aa671b2de,2,../data/raw/unzipped_raw_data/train/normal/normal-1718.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-857.jpg,train,normal,train,pneumonia
c8af004543ab4b00acaba3ec70450594,2,../data/raw/unzipped_raw_data/train/normal/normal-4512.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5283.jpg,train,normal,train,tuberculosis
7965c689a8935fb7ace5de1030582234,2,../data/raw/unzipped_raw_data/train/normal/normal-6275.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7321.jpg,train,normal,train,tuberculosis
cfd0034092cb6dbd2511cb919465632f,2,../data/raw/unzipped_raw_data/train/normal/normal-4016.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4687.jpg,train,normal,train,tuberculosis
faba34c41077e255d3f495b42caa0b59,2,../data/raw/unzipped_raw_data/train/normal/normal-7248.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-8470.jpg,train,normal,train,tuberculosis
6065074702074079bc0be425a43e45cf,2,../data/raw/unzipped_raw_data/train/normal/normal-4031.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4707.jpg,train,normal,train,tuberculosis
b15d34abbb547fead7f8ba4584f2f61e,2,../data/raw/unzipped_raw_data/train/normal/normal-7892.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-9216.jpg,train,normal,train,tuberculosis
e63b0a5e97fb8072a216093bbf8f349c,2,../data/raw/unzipped_raw_data/train/normal/normal-5247.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6163.jpg,train,normal,train,tuberculosis
08cd385bf2f019b9830761011bd9659a,2,../data/raw/unzipped_raw_data/train/normal/normal-6072.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7075.jpg,train,normal,train,tuberculosis
136707c345c671ac1651daae9a255693,2,../data/raw/unzipped_raw_data/train/normal/normal-7984.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-9336.jpg,train,normal,train,tuberculosis
ea8af7c30dccee0de47072b3894eae6c,2,../data/raw/unzipped_raw_data/train/normal/normal-6505.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7587.jpg,train,normal,train,tuberculosis
2b6c49b754a435f4d67f19302ccdc16b,2,../data/raw/unzipped_raw_data/train/normal/normal-1572.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-768.jpg,train,normal,train,pneumonia
324226d712c364eccff3acf578d95000,2,../data/raw/unzipped_raw_data/train/normal/normal-6060.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7056.jpg,train,normal,train,tuberculosis
142cdd56cb55060196ac5daae6324845,2,../data/raw/unzipped_raw_data/train/normal/normal-1699.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-845.jpg,train,normal,train,pneumonia
2b15ff680c79c6278936ec1a0837307e,2,../data/raw/unzipped_raw_data/train/normal/normal-7200.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-8403.jpg,train,normal,train,tuberculosis
df570ef3b399c9dbc9cbc72530f40fa9,2,../data/raw/unzipped_raw_data/train/normal/normal-6371.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7435.jpg,train,normal,train,tuberculosis
be548dc4fe1984ae5899e6284e2c164b,2,../data/raw/unzipped_raw_data/train/normal/normal-7837.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-4828.jpg,train,normal,train,pneumonia
69069119e7a8dcb3812cef4761f86ae3,2,../data/raw/unzipped_raw_data/train/normal/normal-1873.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2116.jpg,train,normal,train,tuberculosis
1a9105e254030b32ba53326f033366bd,2,../data/raw/unzipped_raw_data/train/normal/normal-6825.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7946.jpg,train,normal,train,tuberculosis
a983cf30a8ba7c331c1f692b5eb6f798,2,../data/raw/unzipped_raw_data/train/normal/normal-1420.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-668.jpg,train,normal,train,pneumonia
aeb2e70b93121294dd598f7b8bc16602,2,../data/raw/unzipped_raw_data/train/normal/normal-4562.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5346.jpg,train,normal,train,tuberculosis
a83bc88f014d191354e16852e3d8e509,2,../data/raw/unzipped_raw_data/train/normal/normal-1816.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2055.jpg,train,normal,train,tuberculosis
7afad5bd0bfb01f6d22af8fa4ba7341a,2,../data/raw/unzipped_raw_data/train/normal/normal-3710.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4342.jpg,train,normal,train,tuberculosis
1b1095e166207235ed032b35369cef6d,2,../data/raw/unzipped_raw_data/train/normal/normal-1000.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1133.jpg,train,normal,train,tuberculosis
a29d52d7a69fbc3a4c944ad41497d5f5,2,../data/raw/unzipped_raw_data/train/normal/normal-4988.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-3001.jpg,train,normal,train,pneumonia
62dded9c2725a50954cf75c032800419,2,../data/raw/unzipped_raw_data/train/normal/normal-6882.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-8021.jpg,train,normal,train,tuberculosis
109c6f6e7033a0da1cebae67f4b65367,2,../data/raw/unzipped_raw_data/train/normal/normal-5113.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-9772.jpg,train,normal,val,tuberculosis
469daa40e430fab233a0d84d4f03eec1,2,../data/raw/unzipped_raw_data/train/normal/normal-5486.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6416.jpg,train,normal,train,tuberculosis
70087d3334e85498f2d0b1368ca097ec,2,../data/raw/unzipped_raw_data/train/normal/normal-6034.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7017.jpg,train,normal,train,tuberculosis
625aa43cbb747959dfb1c66f5f233c9f,2,../data/raw/unzipped_raw_data/train/normal/normal-3055.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3556.jpg,train,normal,train,tuberculosis
dbb20422e723515184c55005b421451f,2,../data/raw/unzipped_raw_data/train/normal/normal-6432.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7498.jpg,train,normal,train,tuberculosis
94c14325a43f0662aed1ff6a9f22b7ce,2,../data/raw/unzipped_raw_data/train/normal/normal-5432.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6363.jpg,train,normal,train,tuberculosis
93cd50598a4b9822f1dbec4793b5af2f,2,../data/raw/unzipped_raw_data/train/normal/normal-1706.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1923.jpg,train,normal,train,tuberculosis
d8978f5d115f45d9927a27792868db0d,2,../data/raw/unzipped_raw_data/train/normal/normal-2630.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3053.jpg,train,normal,train,tuberculosis
c570ec6bdc0a8a9de2b08ac76704f0e3,2,../data/raw/unzipped_raw_data/train/normal/normal-2389.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2756.jpg,train,normal,train,tuberculosis
2197fa06883d4db246fd54095746727f,2,../data/raw/unzipped_raw_data/train/normal/normal-4917.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5773.jpg,train,normal,train,tuberculosis
74fa38da34d54a8a7e899d56b390c758,2,../data/raw/unzipped_raw_data/train/normal/normal-2766.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3223.jpg,train,normal,train,tuberculosis
675d78f790bccd508ff86faca6150783,2,../data/raw/unzipped_raw_data/train/normal/normal-3730.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4374.jpg,train,normal,train,tuberculosis
f7851cd3dda3e2d9f33b84bb64de6be4,2,../data/raw/unzipped_raw_data/train/normal/normal-5382.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6314.jpg,train,normal,train,tuberculosis
8cebf268af61ab73c1d4799aea4ad526,2,../data/raw/unzipped_raw_data/train/normal/normal-6066.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-3670.jpg,train,normal,train,pneumonia
2c459742c3f9f48a019a406871f92a13,2,../data/raw/unzipped_raw_data/train/normal/normal-4255.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4994.jpg,train,normal,train,tuberculosis
3d3d78904ea926f1187f5cc3212dc414,2,../data/raw/unzipped_raw_data/train/normal/normal-4666.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5470.jpg,train,normal,train,tuberculosis
75b230aa8ddcf698e84fa22551851e93,2,../data/raw/unzipped_raw_data/train/normal/normal-4892.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-2942.jpg,train,normal,train,pneumonia
1b9cfbd715dd50d90dd514c5b27d94e5,2,../data/raw/unzipped_raw_data/train/normal/normal-7180.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-8375.jpg,train,normal,train,tuberculosis
2637eaeae7bb1e4a9a0d4bfe971a5290,2,../data/raw/unzipped_raw_data/train/normal/normal-6178.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7201.jpg,train,normal,train,tuberculosis
e1525b7e53a7f7ebc6e66ea7be5ef7b8,2,../data/raw/unzipped_raw_data/train/normal/normal-4674.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5476.jpg,train,normal,train,tuberculosis
5196ea402f255d6592770fbe4c46ad03,2,../data/raw/unzipped_raw_data/train/normal/normal-2805.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3269.jpg,train,normal,train,tuberculosis
2c6628bb0dcd70302f74c75e092b1f0d,2,../data/raw/unzipped_raw_data/train/normal/normal-4878.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5726.jpg,train,normal,train,tuberculosis
f83212de79e7eea1fb4f6b5a0ffe3c3b,2,../data/raw/unzipped_raw_data/train/normal/normal-2065.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-1076.jpg,train,normal,train,pneumonia
327c07cbb72336618c469e11074f582f,2,../data/raw/unzipped_raw_data/train/normal/normal-5084.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-3066.jpg,train,normal,train,pneumonia
ed01b53d608b2b762242d53e77151046,2,../data/raw/unzipped_raw_data/train/normal/normal-4954.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-2976.jpg,train,normal,train,pneumonia
91fd7995e33662fd1b7b3874c77bc431,2,../data/raw/unzipped_raw_data/train/normal/normal-6763.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7875.jpg,train,normal,train,tuberculosis
4915f0df33a6c951923fbe2ac6a0d3e9,2,../data/raw/unzipped_raw_data/train/normal/normal-5883.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-3550.jpg,train,normal,train,pneumonia
0756694668051e5745abe2b979d8f96b,2,../data/raw/unzipped_raw_data/train/normal/normal-2591.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3016.jpg,train,normal,train,tuberculosis
ff1b9b9bcf4f74072328fb4b0727d315,2,../data/raw/unzipped_raw_data/train/normal/normal-7167.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-4392.jpg,train,normal,train,pneumonia
c354caf71f0ab665ea155fb42f4d2869,2,../data/raw/unzipped_raw_data/train/normal/normal-6496.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7574.jpg,train,normal,train,tuberculosis
a7d1f5a7910c335c2d32794e4d948962,2,../data/raw/unzipped_raw_data/train/normal/normal-6128.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-9927.jpg,train,normal,val,tuberculosis
571263c2c103251607ccaf93bc6e20c4,2,../data/raw/unzipped_raw_data/train/normal/normal-1121.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1282.jpg,train,normal,train,tuberculosis
85d74ec84dfb0e2074d2caf5d4ff2f11,2,../data/raw/unzipped_raw_data/train/normal/normal-4424.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5186.jpg,train,normal,train,tuberculosis
2f8ef1673ea8469b712a1a8fc40467c5,2,../data/raw/unzipped_raw_data/train/normal/normal-3721.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-2157.jpg,train,normal,train,pneumonia
2f53256755f54adcc4be4486391934d8,2,../data/raw/unzipped_raw_data/train/normal/normal-5471.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-3299.jpg,train,normal,train,pneumonia
b889a64a9a91d2c91b42c1613b48b6b0,2,../data/raw/unzipped_raw_data/train/normal/normal-6818.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7939.jpg,train,normal,train,tuberculosis
3081ebc3786e73bb11958f08627b3809,2,../data/raw/unzipped_raw_data/train/normal/normal-4257.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4997.jpg,train,normal,train,tuberculosis
2a9a219a74ce3ab617925c65d7a50c90,2,../data/raw/unzipped_raw_data/train/normal/normal-1033.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-10241.jpg,train,normal,val,tuberculosis
bf0b47789e5ae2f2da45457d7928f76d,2,../data/raw/unzipped_raw_data/train/normal/normal-1427.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-10296.jpg,train,normal,val,tuberculosis
2b6130aa0a05883bebd1ef154f79a7f1,2,../data/raw/unzipped_raw_data/train/normal/normal-4148.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4878.jpg,train,normal,train,tuberculosis
44e81a978bc7e8612636183c2f25f0ef,2,../data/raw/unzipped_raw_data/train/normal/normal-5593.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6525.jpg,train,normal,train,tuberculosis
4f0000384d21fe3985bbb3601db030ce,2,../data/raw/unzipped_raw_data/train/normal/normal-5952.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-3601.jpg,train,normal,train,pneumonia
6ae77d6b79d6ee2b718b0ac16e5fb4ee,2,../data/raw/unzipped_raw_data/train/normal/normal-3287.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3812.jpg,train,normal,train,tuberculosis
ced509db8e2f3cf98772dd1dac5f52f3,2,../data/raw/unzipped_raw_data/train/normal/normal-8175.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-9558.jpg,train,normal,train,tuberculosis
46701b5ce81eff257163b054bd7fdef0,2,../data/raw/unzipped_raw_data/train/normal/normal-5461.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6393.jpg,train,normal,train,tuberculosis
f452fb9d4ec5d3958ed623b60bf0d80a,2,../data/raw/unzipped_raw_data/train/normal/normal-6814.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7935.jpg,train,normal,train,tuberculosis
8944fdd4ee85a0e196ed322f87a5dce7,2,../data/raw/unzipped_raw_data/train/normal/normal-2726.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3170.jpg,train,normal,train,tuberculosis
c8a6ec8e63a503fb92e7cedff8988bfb,2,../data/raw/unzipped_raw_data/train/normal/normal-2244.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-10412.jpg,train,normal,val,tuberculosis
7a840b2e9972d67172617e767891fbb6,2,../data/raw/unzipped_raw_data/train/normal/normal-3680.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4297.jpg,train,normal,train,tuberculosis
9d7daee36ba4af9862e2b051bdad636e,2,../data/raw/unzipped_raw_data/train/normal/normal-1150.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-5165.jpg,train,normal,train,pneumonia
8ed7d3aaf98e7c4f01e688fb3636328a,2,../data/raw/unzipped_raw_data/train/normal/normal-4980.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5861.jpg,train,normal,train,tuberculosis
d858b6b01c1510d5a8d34a95f6346c8b,2,../data/raw/unzipped_raw_data/train/normal/normal-7890.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-10176.jpg,train,normal,val,tuberculosis
23742ec302fc9fc130b32fc84dfc07c3,2,../data/raw/unzipped_raw_data/train/normal/normal-3225.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3734.jpg,train,normal,train,tuberculosis
745283953fe6efd12519e7dc1ef79022,2,../data/raw/unzipped_raw_data/train/normal/normal-7582.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-4690.jpg,train,normal,train,pneumonia
7fb5d81876d8bb43999681fc23159182,2,../data/raw/unzipped_raw_data/train/normal/normal-5682.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6627.jpg,train,normal,train,tuberculosis
ae4c352376f8f524e1aaf2964f47a681,2,../data/raw/unzipped_raw_data/train/normal/normal-1020.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1156.jpg,train,normal,train,tuberculosis
db4124801535cb2f6985d006fee5c463,2,../data/raw/unzipped_raw_data/train/normal/normal-1826.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2068.jpg,train,normal,train,tuberculosis
a98b8eec693b6a6f29d30562022444cf,2,../data/raw/unzipped_raw_data/train/normal/normal-4668.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-2805.jpg,train,normal,train,pneumonia
2050870473b900df9e4ec2c26b74de03,2,../data/raw/unzipped_raw_data/train/normal/normal-7190.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-4414.jpg,train,normal,train,pneumonia
49d388ceeee962bbb8f7b59b886dd075,2,../data/raw/unzipped_raw_data/train/normal/normal-3832.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4479.jpg,train,normal,train,tuberculosis
0104c5d39949d7fb63643741122cf0b8,2,../data/raw/unzipped_raw_data/train/normal/normal-2265.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2603.jpg,train,normal,train,tuberculosis
ecb831c31192cb41d6ce8463ca71e2b1,2,../data/raw/unzipped_raw_data/train/normal/normal-2349.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2710.jpg,train,normal,train,tuberculosis
d049164026b846d577483bef11d0bf23,2,../data/raw/unzipped_raw_data/train/normal/normal-6803.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7916.jpg,train,normal,train,tuberculosis
64dac58cbe6bec6ee483ca4380ea93e1,2,../data/raw/unzipped_raw_data/train/normal/normal-6730.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7848.jpg,train,normal,train,tuberculosis
2c770a42fa1fc78a855ca58330b89ba6,2,../data/raw/unzipped_raw_data/train/normal/normal-7739.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-9035.jpg,train,normal,train,tuberculosis
6f115ac8825849d77a1996e39d256873,2,../data/raw/unzipped_raw_data/train/normal/normal-3114.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3613.jpg,train,normal,train,tuberculosis
377b91436a2879169329e84dd8801f1e,2,../data/raw/unzipped_raw_data/train/normal/normal-1876.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2119.jpg,train,normal,train,tuberculosis
9703c22acfd9c9b3f9809ad3174d40f1,2,../data/raw/unzipped_raw_data/train/normal/normal-5120.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6028.jpg,train,normal,train,tuberculosis
5c1972baced24838deff965d5a8c4715,2,../data/raw/unzipped_raw_data/train/normal/normal-6176.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7197.jpg,train,normal,train,tuberculosis
6a151aee55c0bbeff319533f5d035565,2,../data/raw/unzipped_raw_data/train/normal/normal-7493.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-8760.jpg,train,normal,train,tuberculosis
95b68e15ed6af233f81799709ae40c8c,2,../data/raw/unzipped_raw_data/train/normal/normal-2280.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-1224.jpg,train,normal,train,pneumonia
e8375dbabe943cade9e3277667f82de5,2,../data/raw/unzipped_raw_data/train/normal/normal-6198.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7227.jpg,train,normal,train,tuberculosis
